ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0007254,JNK cascade,5/38,189/18862,3.67655980650886e-05,0.00241604442029663,0.00157410982729575,RIPK2/DNAJA1/MAP3K5/CCL21/CCL19,5
BP,GO:0043552,positive regulation of phosphatidylinositol 3-kinase activity,3/38,33/18862,3.94760668694043e-05,0.00241604442029663,0.00157410982729575,CD19/CCL21/CCL19,3
BP,GO:0034612,response to tumor necrosis factor,6/38,320/18862,3.97455822361059e-05,0.00241604442029663,0.00157410982729575,NFKB1/MAP3K5/PCK2/MAPK3/CCL21/CCL19,6
BP,GO:0042100,B cell proliferation,4/38,96/18862,4.0729640314422e-05,0.00241604442029663,0.00157410982729575,CD19/MS4A1/FCRL3/BLK,4
BP,GO:0050851,antigen receptor-mediated signaling pathway,6/38,323/18862,4.18687826969504e-05,0.00241604442029663,0.00157410982729575,NFKB1/RIPK2/CD19/MS4A1/FCRL3/BLK,6
BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,7/38,481/18862,4.27000624415529e-05,0.00241604442029663,0.00157410982729575,NFKB1/RIPK2/CD19/MS4A1/MAPK3/FCRL3/BLK,7
BP,GO:0002757,immune response-activating signal transduction,7/38,481/18862,4.27000624415529e-05,0.00241604442029663,0.00157410982729575,NFKB1/RIPK2/CD19/MS4A1/MAPK3/FCRL3/BLK,7
BP,GO:0032496,response to lipopolysaccharide,6/38,326/18862,4.40822139843595e-05,0.00241604442029663,0.00157410982729575,NFKB1/PRKCA/RIPK2/HPGD/PCK2/MAPK3,6
BP,GO:0090218,positive regulation of lipid kinase activity,3/38,37/18862,5.59068163600481e-05,0.00295063753011365,0.00192240982571393,CD19/CCL21/CCL19,3
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,5/38,210/18862,6.0708170018138e-05,0.00296150968730664,0.00192949329211779,PRKCA/RIPK2/MAPK3/CCL21/CCL19,5
BP,GO:0002237,response to molecule of bacterial origin,6/38,346/18862,6.13591959696947e-05,0.00296150968730664,0.00192949329211779,NFKB1/PRKCA/RIPK2/HPGD/PCK2/MAPK3,6
BP,GO:0062197,cellular response to chemical stress,6/38,347/18862,6.23475723643504e-05,0.00296150968730664,0.00192949329211779,GPX2/CAT/DNAJA1/MAP3K5/MAPK3/PLA2R1,6
BP,GO:0007257,activation of JUN kinase activity,3/38,39/18862,6.55744600951443e-05,0.00301430985921228,0.00196389384733166,RIPK2/MAP3K5/CCL19,3
BP,GO:0032874,positive regulation of stress-activated MAPK cascade,4/38,116/18862,8.52960810799239e-05,0.00379834111059036,0.00247470866817411,RIPK2/MAP3K5/CCL21/CCL19,4
BP,GO:0070304,positive regulation of stress-activated protein kinase signaling cascade,4/38,118/18862,9.11512055874854e-05,0.00391082258226129,0.00254799299542342,RIPK2/MAP3K5/CCL21/CCL19,4
BP,GO:0043406,positive regulation of MAP kinase activity,5/38,230/18862,9.33108545943045e-05,0.00391082258226129,0.00254799299542342,RIPK2/MAP3K5/MAPK3/CCL19/ARHGEF5,5
BP,GO:0097305,response to alcohol,5/38,233/18862,9.91783264884654e-05,0.00403797472131609,0.00263083560790456,CAT/HPGD/FDX1/CCL21/CCL19,5
BP,GO:0009636,response to toxic substance,5/38,239/18862,0.000111762571212343,0.00442393511048859,0.00288229788916043,GPX2/ASNS/CAT/MAPK3/EPHX2,5
BP,GO:0070663,regulation of leukocyte proliferation,5/38,241/18862,0.000116218889629872,0.00447599777628562,0.00291621794177944,RIPK2/MAPK3/FCRL3/CCL19/BLK,5
BP,GO:0071622,regulation of granulocyte chemotaxis,3/38,49/18862,0.00013037171644071,0.00488893936652663,0.00318525911082289,MAPK3/CCL21/CCL19,3
BP,GO:0000186,activation of MAPKK activity,3/38,51/18862,0.000146952687103486,0.00530990965400521,0.00345953116515796,RIPK2/MAP3K5/MAPK3,3
BP,GO:0050853,B cell receptor signaling pathway,4/38,134/18862,0.000149050095551023,0.00530990965400521,0.00345953116515796,CD19/MS4A1/FCRL3/BLK,4
BP,GO:1903131,mononuclear cell differentiation,6/38,411/18862,0.000157825579548079,0.00548540124039056,0.00357386806576139,RIPK2/CD19/MS4A1/FCRL3/CCL19/BLK,6
BP,GO:0043331,response to dsRNA,3/38,54/18862,0.000174302685480831,0.005701450625897,0.00371462932745422,NFKB1/RIPK2/MAPK3,3
BP,GO:0045625,regulation of T-helper 1 cell differentiation,2/38,10/18862,0.000176044791255767,0.005701450625897,0.00371462932745422,RIPK2/CCL19,2
BP,GO:0098792,xenophagy,2/38,10/18862,0.000176044791255767,0.005701450625897,0.00371462932745422,RIPK2/MAPK3,2
BP,GO:0043551,regulation of phosphatidylinositol 3-kinase activity,3/38,57/18862,0.000204760791167524,0.00648111338308446,0.0042225979714722,CD19/CCL21/CCL19,3
BP,GO:0002604,regulation of dendritic cell antigen processing and presentation,2/38,11/18862,0.000214892312345409,0.00648111338308446,0.0042225979714722,CCL21/CCL19,2
BP,GO:0031663,lipopolysaccharide-mediated signaling pathway,3/38,58/18862,0.000215629846724009,0.00648111338308446,0.0042225979714722,PRKCA/RIPK2/MAPK3,3
BP,GO:0070665,positive regulation of leukocyte proliferation,4/38,148/18862,0.00021831118764074,0.00648111338308446,0.0042225979714722,RIPK2/MAPK3/FCRL3/CCL19,4
BP,GO:0032615,interleukin-12 production,3/38,60/18862,0.000238475019022046,0.00662498398977942,0.00431633305926903,NFKB1/RIPK2/CCL19,3
BP,GO:0032655,regulation of interleukin-12 production,3/38,60/18862,0.000238475019022046,0.00662498398977942,0.00431633305926903,NFKB1/RIPK2/CCL19,3
BP,GO:0006979,response to oxidative stress,6/38,444/18862,0.000239679976794721,0.00662498398977942,0.00431633305926903,GPX2/CAT/MAP3K5/MAPK3/PLA2R1/CCL19,6
BP,GO:0060402,calcium ion transport into cytosol,4/38,152/18862,0.000241753801732302,0.00662498398977942,0.00431633305926903,CD19/MS4A1/CCL21/CCL19,4
BP,GO:0000187,activation of MAPK activity,4/38,154/18862,0.000254130970917812,0.0067962730613205,0.00442793192250022,RIPK2/MAP3K5/MAPK3/CCL19,4
BP,GO:0001768,establishment of T cell polarity,2/38,12/18862,0.000257542979165829,0.0067962730613205,0.00442793192250022,CCL21/CCL19,2
BP,GO:0001767,establishment of lymphocyte polarity,2/38,13/18862,0.000303982119492392,0.00773525929065463,0.00503970356000545,CCL21/CCL19,2
BP,GO:0001771,immunological synapse formation,2/38,13/18862,0.000303982119492392,0.00773525929065463,0.00503970356000545,CCL21/CCL19,2
BP,GO:0050854,regulation of antigen receptor-mediated signaling pathway,3/38,66/18862,0.000316250040605822,0.00777493272883529,0.00506555173911928,CD19/FCRL3/BLK,3
BP,GO:0034599,cellular response to oxidative stress,5/38,299/18862,0.000316453402296454,0.00777493272883529,0.00506555173911928,GPX2/CAT/MAP3K5/MAPK3/PLA2R1,5
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,5/38,301/18862,0.000326299054427074,0.00788095173828103,0.00513462562006565,PRKCA/RIPK2/MAPK3/CCL21/CCL19,5
BP,GO:1903793,positive regulation of anion transport,6/38,478/18862,0.00035590104595198,0.00842369120740521,0.00548823316338422,ABCB1/PCK2/PLA2R1/BID/ARHGEF5/BLK,6
BP,GO:0043550,regulation of lipid kinase activity,3/38,69/18862,0.000360593097299451,0.00842369120740521,0.00548823316338422,CD19/CCL21/CCL19,3
BP,GO:0007204,positive regulation of cytosolic calcium ion concentration,5/38,310/18862,0.000373515838236844,0.00857409566460606,0.00558622520862977,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0071902,positive regulation of protein serine/threonine kinase activity,5/38,311/18862,0.000379065282014163,0.00857409566460606,0.00558622520862977,RIPK2/MAP3K5/MAPK3/CCL19/ARHGEF5,5
BP,GO:0060401,cytosolic calcium ion transport,4/38,173/18862,0.000395520341087545,0.00880650759452738,0.00573764705327656,CD19/MS4A1/CCL21/CCL19,4
BP,GO:0002468,dendritic cell antigen processing and presentation,2/38,15/18862,0.000408167336674875,0.00894828391941072,0.00583001766716178,CCL21/CCL19,2
BP,GO:0071900,regulation of protein serine/threonine kinase activity,6/38,492/18862,0.000414989507401897,0.0089600007279955,0.0058376514438353,RIPK2/DNAJA1/MAP3K5/MAPK3/CCL19/ARHGEF5,6
BP,GO:0070371,ERK1 and ERK2 cascade,5/38,320/18862,0.00043186974022812,0.00918528925112046,0.00598443222122862,PRKCA/RIPK2/MAPK3/CCL21/CCL19,5
BP,GO:2000106,regulation of leukocyte apoptotic process,3/38,80/18862,0.000556886646573028,0.0116700510495083,0.00760331303835002,CCL21/CCL19/BLK,3
BP,GO:0045063,T-helper 1 cell differentiation,2/38,18/18862,0.000592494260445053,0.0120418315193652,0.00784553676829552,RIPK2/CCL19,2
BP,GO:1901654,response to ketone,4/38,193/18862,0.000597446709478204,0.0120418315193652,0.00784553676829552,PCK2/FDX1/CCL21/CCL19,4
BP,GO:0051480,regulation of cytosolic calcium ion concentration,5/38,344/18862,0.000599978973947316,0.0120418315193652,0.00784553676829552,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0042594,response to starvation,4/38,196/18862,0.000633037614358359,0.0125288694508425,0.00816285344830515,ASNS/MAP3K5/PCK2/MAPK3,4
BP,GO:0071222,cellular response to lipopolysaccharide,4/38,197/18862,0.000645228936565281,0.0125952223918565,0.00820608395170263,NFKB1/PRKCA/RIPK2/MAPK3,4
BP,GO:0090330,regulation of platelet aggregation,2/38,19/18862,0.000661358414281113,0.0127356181128458,0.00829755506964355,PRKCA/BLK,2
BP,GO:0030098,lymphocyte differentiation,5/38,358/18862,0.000718426313940658,0.0136500999648725,0.00889336152836015,RIPK2/CD19/MS4A1/FCRL3/CCL19,5
BP,GO:0002577,regulation of antigen processing and presentation,2/38,20/18862,0.000733909478580559,0.0137608027233855,0.008965486982106,CCL21/CCL19,2
BP,GO:0071219,cellular response to molecule of bacterial origin,4/38,209/18862,0.000804837648552571,0.0148157542644472,0.0096528127506869,NFKB1/PRKCA/RIPK2/MAPK3,4
BP,GO:0002690,positive regulation of leukocyte chemotaxis,3/38,91/18862,0.000810967601843424,0.0148157542644472,0.0096528127506869,MAPK3/CCL21/CCL19,3
BP,GO:0006066,alcohol metabolic process,5/38,373/18862,0.000863962705557414,0.0155841374103711,0.0101534324623803,NFKB1/CAT/PCK2/FDX1/EPHX2,5
BP,GO:0045624,positive regulation of T-helper cell differentiation,2/38,22/18862,0.000890014990926381,0.0158533920258762,0.0103288581841719,RIPK2/CCL19,2
BP,GO:0034695,response to prostaglandin E,2/38,23/18862,0.000973540865597691,0.0171271078207001,0.0111587140150379,CCL21/CCL19,2
BP,GO:0050670,regulation of lymphocyte proliferation,4/38,221/18862,0.000990568587354477,0.017214149231465,0.0112154235436027,RIPK2/FCRL3/CCL19/BLK,4
BP,GO:0032944,regulation of mononuclear cell proliferation,4/38,223/18862,0.00102422009442946,0.0173734772172231,0.0113192294778141,RIPK2/FCRL3/CCL19/BLK,4
BP,GO:0000302,response to reactive oxygen species,4/38,224/18862,0.0010413444494212,0.0173734772172231,0.0113192294778141,CAT/MAP3K5/MAPK3/CCL19,4
BP,GO:0002407,dendritic cell chemotaxis,2/38,24/18862,0.00106069650378836,0.0173734772172231,0.0113192294778141,CCL21/CCL19,2
BP,GO:0010560,positive regulation of glycoprotein biosynthetic process,2/38,24/18862,0.00106069650378836,0.0173734772172231,0.0113192294778141,CCL21/CCL19,2
BP,GO:0090023,positive regulation of neutrophil chemotaxis,2/38,24/18862,0.00106069650378836,0.0173734772172231,0.0113192294778141,CCL21/CCL19,2
BP,GO:0071887,leukocyte apoptotic process,3/38,102/18862,0.00112883275804817,0.0182793940933936,0.0119094556530919,CCL21/CCL19/BLK,3
BP,GO:0070498,interleukin-1-mediated signaling pathway,3/38,103/18862,0.00116108782123138,0.0185904510702777,0.0121121165975881,NFKB1/RIPK2/MAPK3,3
BP,GO:0071216,cellular response to biotic stimulus,4/38,233/18862,0.00120465483711252,0.0188938357980713,0.0123097788911534,NFKB1/PRKCA/RIPK2/MAPK3,4
BP,GO:0019216,regulation of lipid metabolic process,5/38,402/18862,0.00120655372464877,0.0188938357980713,0.0123097788911534,NFKB1/CD19/CCL21/CCL19/EPHX2,5
BP,GO:0006816,calcium ion transport,5/38,409/18862,0.00130251507812412,0.0199470361746174,0.01299596373482,CD19/MS4A1/FCRL3/CCL21/CCL19,5
BP,GO:0002825,regulation of T-helper 1 type immune response,2/38,27/18862,0.0013438003317637,0.0199470361746174,0.01299596373482,RIPK2/CCL19,2
BP,GO:0034110,regulation of homotypic cell-cell adhesion,2/38,27/18862,0.0013438003317637,0.0199470361746174,0.01299596373482,PRKCA/BLK,2
BP,GO:0071624,positive regulation of granulocyte chemotaxis,2/38,27/18862,0.0013438003317637,0.0199470361746174,0.01299596373482,CCL21/CCL19,2
BP,GO:1903020,positive regulation of glycoprotein metabolic process,2/38,27/18862,0.0013438003317637,0.0199470361746174,0.01299596373482,CCL21/CCL19,2
BP,GO:0051209,release of sequestered calcium ion into cytosol,3/38,112/18862,0.00147783401454086,0.0216603633175583,0.0141122367099438,CD19/CCL21/CCL19,3
BP,GO:0051283,negative regulation of sequestering of calcium ion,3/38,113/18862,0.00151603766785711,0.0216603633175583,0.0141122367099438,CD19/CCL21/CCL19,3
BP,GO:0036336,dendritic cell migration,2/38,29/18862,0.00155042600588838,0.0216603633175583,0.0141122367099438,CCL21/CCL19,2
BP,GO:0050482,arachidonic acid secretion,2/38,29/18862,0.00155042600588838,0.0216603633175583,0.0141122367099438,NMB/PLA2R1,2
BP,GO:1902624,positive regulation of neutrophil migration,2/38,29/18862,0.00155042600588838,0.0216603633175583,0.0141122367099438,CCL21/CCL19,2
BP,GO:1903963,arachidonate transport,2/38,29/18862,0.00155042600588838,0.0216603633175583,0.0141122367099438,NMB/PLA2R1,2
BP,GO:0033559,unsaturated fatty acid metabolic process,3/38,115/18862,0.00159429591707054,0.021844920017553,0.0142324797455082,HPGD/MAPK3/EPHX2,3
BP,GO:0051282,regulation of sequestering of calcium ion,3/38,115/18862,0.00159429591707054,0.021844920017553,0.0142324797455082,CD19/CCL21/CCL19,3
BP,GO:1904019,epithelial cell apoptotic process,3/38,116/18862,0.00163435785961896,0.0221805709519716,0.0144511642324203,MAP3K5/PLA2R1/BID,3
BP,GO:0034694,response to prostaglandin,2/38,30/18862,0.00165906369568409,0.0223034506259418,0.0145312232333006,CCL21/CCL19,2
BP,GO:0022407,regulation of cell-cell adhesion,5/38,437/18862,0.00174387037907018,0.0229871909127016,0.0149766961292726,PRKCA/RIPK2/CCL21/CCL19/BLK,5
BP,GO:0002688,regulation of leukocyte chemotaxis,3/38,119/18862,0.00175831846279612,0.0229871909127016,0.0149766961292726,MAPK3/CCL21/CCL19,3
BP,GO:0051208,sequestering of calcium ion,3/38,119/18862,0.00175831846279612,0.0229871909127016,0.0149766961292726,CD19/CCL21/CCL19,3
BP,GO:0001676,long-chain fatty acid metabolic process,3/38,120/18862,0.00180090884771312,0.02312872190951,0.0150689069061406,HPGD/MAPK3/EPHX2,3
BP,GO:0046883,regulation of hormone secretion,4/38,260/18862,0.00180160570663551,0.02312872190951,0.0150689069061406,NMB/PRKCA/PCK2/BLK,4
BP,GO:0006874,cellular calcium ion homeostasis,5/38,442/18862,0.00183300293702083,0.0233216891540597,0.0151946296095148,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0051090,regulation of DNA-binding transcription factor activity,5/38,444/18862,0.00186957929643152,0.0233813880421699,0.0152335248407711,NFKB1/RIPK2/CAT/MAPK3/ARHGEF5,5
BP,GO:0043372,positive regulation of CD4-positive, alpha-beta T cell differentiation,2/38,32/18862,0.00188691903498213,0.0233813880421699,0.0152335248407711,RIPK2/CCL19,2
BP,GO:0090022,regulation of neutrophil chemotaxis,2/38,32/18862,0.00188691903498213,0.0233813880421699,0.0152335248407711,CCL21/CCL19,2
BP,GO:0006690,icosanoid metabolic process,3/38,123/18862,0.00193253988315623,0.0236256627111323,0.0153926755392197,HPGD/MAPK3/EPHX2,3
BP,GO:0051091,positive regulation of DNA-binding transcription factor activity,4/38,266/18862,0.00195784854829724,0.0236256627111323,0.0153926755392197,NFKB1/RIPK2/CAT/ARHGEF5,4
BP,GO:0046887,positive regulation of hormone secretion,3/38,124/18862,0.00197771508785818,0.0236256627111323,0.0153926755392197,NMB/PCK2/BLK,3
BP,GO:0071621,granulocyte chemotaxis,3/38,124/18862,0.00197771508785818,0.0236256627111323,0.0153926755392197,MAPK3/CCL21/CCL19,3
BP,GO:0031667,response to nutrient levels,5/38,451/18862,0.00200183841122134,0.0236256627111323,0.0153926755392197,ASNS/CAT/MAP3K5/PCK2/MAPK3,5
BP,GO:0042759,long-chain fatty acid biosynthetic process,2/38,33/18862,0.00200610890389263,0.0236256627111323,0.0153926755392197,HPGD/EPHX2,2
BP,GO:0055074,calcium ion homeostasis,5/38,454/18862,0.00206057639061277,0.0240682078411738,0.0156810041114794,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0010543,regulation of platelet activation,2/38,34/18862,0.00212878845042384,0.024662793023203,0.0160683903574996,PRKCA/BLK,2
BP,GO:0002697,regulation of immune effector process,5/38,465/18862,0.00228682146431934,0.0262800047310892,0.0171220418635794,RIPK2/CD19/FCRL3/CCL19/BLK,5
BP,GO:1902105,regulation of leukocyte differentiation,4/38,279/18862,0.0023282207799643,0.026541716891593,0.0172925534983453,PRKCA/RIPK2/FCRL3/CCL19,4
BP,GO:0002687,positive regulation of leukocyte migration,3/38,133/18862,0.0024141597970505,0.0273029977047378,0.0177885458730037,MAPK3/CCL21/CCL19,3
BP,GO:0097553,calcium ion transmembrane import into cytosol,3/38,134/18862,0.00246603253830621,0.0276700501345382,0.0180276891735274,CD19/CCL21/CCL19,3
BP,GO:0050671,positive regulation of lymphocyte proliferation,3/38,135/18862,0.00251859281849245,0.0280390216121229,0.0182680827788679,RIPK2/FCRL3/CCL19,3
BP,GO:0009991,response to extracellular stimulus,5/38,477/18862,0.00255383595651588,0.0281913643868111,0.0183673376835955,ASNS/CAT/MAP3K5/PCK2/MAPK3,5
BP,GO:0032946,positive regulation of mononuclear cell proliferation,3/38,136/18862,0.00257184376862137,0.0281913643868111,0.0183673376835955,RIPK2/FCRL3/CCL19,3
BP,GO:0072503,cellular divalent inorganic cation homeostasis,5/38,480/18862,0.00262400054163993,0.0283465803369466,0.0184684645297779,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0030183,B cell differentiation,3/38,137/18862,0.00262578849436979,0.0283465803369466,0.0184684645297779,CD19/MS4A1/FCRL3,3
BP,GO:0050921,positive regulation of chemotaxis,3/38,139/18862,0.00273577156936528,0.029062198514687,0.0189347066223113,MAPK3/CCL21/CCL19,3
BP,GO:0030001,metal ion transport,5/38,486/18862,0.00276853690673053,0.029062198514687,0.0189347066223113,CD19/MS4A1/FCRL3/CCL21/CCL19,5
BP,GO:0016572,histone phosphorylation,2/38,39/18862,0.00279404996246465,0.029062198514687,0.0189347066223113,PRKCA/MAPK3,2
BP,GO:0045622,regulation of T-helper cell differentiation,2/38,39/18862,0.00279404996246465,0.029062198514687,0.0189347066223113,RIPK2/CCL19,2
BP,GO:2000516,positive regulation of CD4-positive, alpha-beta T cell activation,2/38,39/18862,0.00279404996246465,0.029062198514687,0.0189347066223113,RIPK2/CCL19,2
BP,GO:0051047,positive regulation of secretion,4/38,295/18862,0.00284730208172463,0.0294014888873739,0.0191557622889483,NMB/PCK2/PLA2R1/BLK,4
BP,GO:0032735,positive regulation of interleukin-12 production,2/38,40/18862,0.00293737928594912,0.0301134207372482,0.0196196026520797,RIPK2/CCL19,2
BP,GO:0042088,T-helper 1 type immune response,2/38,41/18862,0.00308410255146652,0.0311241199769004,0.0202780970043406,RIPK2/CCL19,2
BP,GO:0046879,hormone secretion,4/38,302/18862,0.00309754660977426,0.0311241199769004,0.0202780970043406,NMB/PRKCA/PCK2/BLK,4
BP,GO:0072507,divalent inorganic cation homeostasis,5/38,499/18862,0.00310149125383849,0.0311241199769004,0.0202780970043406,NMB/CD19/MS4A1/CCL21/CCL19,5
BP,GO:0071496,cellular response to external stimulus,4/38,303/18862,0.00313448535014478,0.0312352561115826,0.0203505048128649,NFKB1/ASNS/MAP3K5/MAPK3,4
BP,GO:1902622,regulation of neutrophil migration,2/38,42/18862,0.00323420623651583,0.0320051658821879,0.0208521191564836,CCL21/CCL19,2
BP,GO:0097530,granulocyte migration,3/38,148/18862,0.00326583283506123,0.0320952537238776,0.0209108135065264,MAPK3/CCL21/CCL19,3
BP,GO:0008203,cholesterol metabolic process,3/38,149/18862,0.00332833602678074,0.0324854714942641,0.0211650495718862,CAT/FDX1/EPHX2,3
BP,GO:0032309,icosanoid secretion,2/38,43/18862,0.00338767685681931,0.0325316359506549,0.0211951268021995,NMB/PLA2R1,2
BP,GO:0045834,positive regulation of lipid metabolic process,3/38,150/18862,0.00339157110822605,0.0325316359506549,0.0211951268021995,CD19/CCL21/CCL19,3
BP,GO:0018105,peptidyl-serine phosphorylation,4/38,310/18862,0.0034015535134369,0.0325316359506549,0.0211951268021995,PRKCA/RIPK2/MAPK3/TOP1,4
BP,GO:2001056,positive regulation of cysteine-type endopeptidase activity,3/38,151/18862,0.00345554084091063,0.0326308698995166,0.0212597800564164,RIPK2/MAP3K5/BID,3
BP,GO:0009914,hormone transport,4/38,312/18862,0.0034806261226151,0.0326308698995166,0.0212597800564164,NMB/PRKCA/PCK2/BLK,4
BP,GO:0051222,positive regulation of protein transport,4/38,312/18862,0.0034806261226151,0.0326308698995166,0.0212597800564164,PCK2/BID/ARHGEF5/BLK,4
BP,GO:1902107,positive regulation of leukocyte differentiation,3/38,154/18862,0.00365188520446958,0.033791794911488,0.0220161500365152,PRKCA/RIPK2/CCL19,3
BP,GO:1903708,positive regulation of hemopoiesis,3/38,154/18862,0.00365188520446958,0.033791794911488,0.0220161500365152,PRKCA/RIPK2/CCL19,3
BP,GO:0051235,maintenance of location,4/38,319/18862,0.00376726773667765,0.0344507648905146,0.0224454844937646,NFKB1/CD19/CCL21/CCL19,4
BP,GO:0002224,toll-like receptor signaling pathway,3/38,157/18862,0.00385493856576274,0.0344507648905146,0.0224454844937646,RIPK2/FCRL3/TLR10,3
BP,GO:0009267,cellular response to starvation,3/38,157/18862,0.00385493856576274,0.0344507648905146,0.0224454844937646,ASNS/MAP3K5/MAPK3,3
BP,GO:0030168,platelet activation,3/38,157/18862,0.00385493856576274,0.0344507648905146,0.0224454844937646,PRKCA/MAPK3/BLK,3
BP,GO:0034198,cellular response to amino acid starvation,2/38,46/18862,0.00386815605788234,0.0344507648905146,0.0224454844937646,MAP3K5/MAPK3,2
BP,GO:2000107,negative regulation of leukocyte apoptotic process,2/38,46/18862,0.00386815605788234,0.0344507648905146,0.0224454844937646,CCL21/CCL19,2
BP,GO:1902652,secondary alcohol metabolic process,3/38,158/18862,0.00392412618886411,0.0347321727896357,0.0226288283659898,CAT/FDX1/EPHX2,3
BP,GO:0015849,organic acid transport,4/38,324/18862,0.00398159474933912,0.0348473847342662,0.0227038916606632,ABCB1/NMB/SLC3A1/PLA2R1,4
BP,GO:0051092,positive regulation of NF-kappaB transcription factor activity,3/38,159/18862,0.00399406970507256,0.0348473847342662,0.0227038916606632,NFKB1/RIPK2/CAT,3
BP,GO:0097028,dendritic cell differentiation,2/38,47/18862,0.00403496033765187,0.0348473847342662,0.0227038916606632,CCL19/BLK,2
BP,GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,2/38,47/18862,0.00403496033765187,0.0348473847342662,0.0227038916606632,HPGD/MAP3K5,2
BP,GO:0042113,B cell activation,4/38,326/18862,0.0040696001134765,0.034934820251229,0.0227608579586954,CD19/MS4A1/FCRL3/BLK,4
BP,GO:0032147,activation of protein kinase activity,4/38,328/18862,0.00415891926800982,0.0352483364676163,0.0229651211556325,RIPK2/MAP3K5/MAPK3/CCL19,4
BP,GO:1904951,positive regulation of establishment of protein localization,4/38,328/18862,0.00415891926800982,0.0352483364676163,0.0229651211556325,PCK2/BID/ARHGEF5/BLK,4
BP,GO:0008202,steroid metabolic process,4/38,329/18862,0.00420407442751964,0.0352483364676163,0.0229651211556325,NFKB1/CAT/FDX1/EPHX2,4
