ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,2/10,210/18862,0.00523439432541098,0.0499465934778544,0.0252230706528597,MAPK3/RIPK2,2
BP,GO:0003334,keratinocyte development,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,KDF1,1
BP,GO:0007256,activation of JNKK activity,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,RIPK2,1
BP,GO:0030656,regulation of vitamin metabolic process,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,NFKB1,1
BP,GO:0032351,negative regulation of hormone metabolic process,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,NFKB1,1
BP,GO:0033083,regulation of immature T cell proliferation,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,RIPK2,1
BP,GO:0042368,vitamin D biosynthetic process,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,NFKB1,1
BP,GO:0045625,regulation of T-helper 1 cell differentiation,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,RIPK2,1
BP,GO:0060439,trachea morphogenesis,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,MAPK3,1
BP,GO:0070391,response to lipoteichoic acid,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,RIPK2,1
BP,GO:0071223,cellular response to lipoteichoic acid,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,RIPK2,1
BP,GO:1904321,response to forskolin,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,FDX1,1
BP,GO:1904322,cellular response to forskolin,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,FDX1,1
BP,GO:2000628,regulation of miRNA metabolic process,1/10,10/18862,0.00529029339017772,0.0499465934778544,0.0252230706528597,NFKB1,1
CC,GO:0005777,peroxisome,3/10,136/19520,3.8302120244155e-05,0.00091925088585972,0.000685406362263827,HSDL2/EPHX2/RIDA,3
CC,GO:0042579,microbody,3/10,136/19520,3.8302120244155e-05,0.00091925088585972,0.000685406362263827,HSDL2/EPHX2/RIDA,3
MF,GO:0015643,toxic substance binding,1/10,10/18337,0.00544142334417363,0.0488767964784514,0.0251529712871563,EPHX2,1
MF,GO:0016803,ether hydrolase activity,1/10,10/18337,0.00544142334417363,0.0488767964784514,0.0251529712871563,EPHX2,1
MF,GO:0016801,hydrolase activity, acting on ether bonds,1/10,11/18337,0.00598409730971916,0.0488767964784514,0.0251529712871563,EPHX2,1
MF,GO:0089720,caspase binding,1/10,12/18337,0.0065265047650781,0.0488767964784514,0.0251529712871563,RIPK2,1
MF,GO:0004707,MAP kinase activity,1/10,14/18337,0.00761052061058221,0.0488767964784514,0.0251529712871563,MAPK3,1
MF,GO:0042577,lipid phosphatase activity,1/10,14/18337,0.00761052061058221,0.0488767964784514,0.0251529712871563,EPHX2,1
MF,GO:0050700,CARD domain binding,1/10,16/18337,0.00869347181093882,0.0488767964784514,0.0251529712871563,RIPK2,1
MF,GO:0004708,MAP kinase kinase activity,1/10,18/18337,0.00977535929569029,0.0488767964784514,0.0251529712871563,MAPK3,1
MF,GO:0016894,endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 3'-phosphomonoesters,1/10,18/18337,0.00977535929569029,0.0488767964784514,0.0251529712871563,RIDA,1
